"year","state_abb","nevent","ncasualties","mean_ncasualties","perp_known_to_victim","firearm","incident_type","num_killed_sel","pop"
1994,"USA",19829,20787,1.0483130768067,"no_sel","no_sel","no_sel","no_sel",263241475
1995,"USA",17761,18653,1.05022239738753,"no_sel","no_sel","no_sel","no_sel",266386596
1996,"USA",16097,16868,1.04789712368764,"no_sel","no_sel","no_sel","no_sel",269540779
1997,"USA",14989,15761,1.05150443658683,"no_sel","no_sel","no_sel","no_sel",272776678
1998,"USA",13745,14403,1.04787195343761,"no_sel","no_sel","no_sel","no_sel",276032848
1999,"USA",12562,13283,1.05739531921669,"no_sel","no_sel","no_sel","no_sel",279040168
2000,"USA",12741,13373,1.04960364178636,"no_sel","no_sel","no_sel","no_sel",281421906
2001,"USA",13329,14033,1.05281716557881,"no_sel","no_sel","no_sel","no_sel",284968955
2002,"USA",13696,14496,1.05841121495327,"no_sel","no_sel","no_sel","no_sel",287625193
2003,"USA",13828,14679,1.0615417992479,"no_sel","no_sel","no_sel","no_sel",290107933
2004,"USA",13763,14502,1.053694688658,"no_sel","no_sel","no_sel","no_sel",292805298
2005,"USA",14193,15001,1.05692947227507,"no_sel","no_sel","no_sel","no_sel",295516599
2006,"USA",14402,15205,1.05575614497986,"no_sel","no_sel","no_sel","no_sel",298379912
2007,"USA",14279,15058,1.05455564115134,"no_sel","no_sel","no_sel","no_sel",301231207
2008,"USA",13692,14464,1.05638328951212,"no_sel","no_sel","no_sel","no_sel",304093966
2009,"USA",13089,13883,1.06066162426465,"no_sel","no_sel","no_sel","no_sel",306771529
2010,"USA",12639,13353,1.056491811061,"no_sel","no_sel","no_sel","no_sel",308745538
2011,"USA",12440,13204,1.06141479099678,"no_sel","no_sel","no_sel","no_sel",311591917
2012,"USA",12705,13514,1.06367571822117,"no_sel","no_sel","no_sel","no_sel",313914040
2013,"USA",12099,12860,1.06289776014547,"no_sel","no_sel","no_sel","no_sel",316128839
2014,"USA",12087,12750,1.05485232067511,"no_sel","no_sel","no_sel","no_sel",318857056
2015,"USA",13220,14089,1.06573373676248,"no_sel","no_sel","no_sel","no_sel",321418820
2016,"USA",14515,15465,1.06544953496383,"no_sel","no_sel","no_sel","no_sel",323127513
2017,"USA",14644,15668,1.06992624965856,"no_sel","no_sel","no_sel","no_sel",325719178
1994,"USA",6340,6551,1.03328075709779,"no_sel","no_sel","arguments","no_sel",263241475
1995,"USA",5569,5774,1.03681091757946,"no_sel","no_sel","arguments","no_sel",266386596
1996,"USA",5182,5395,1.04110382091856,"no_sel","no_sel","arguments","no_sel",269540779
1997,"USA",4846,5051,1.04230293025175,"no_sel","no_sel","arguments","no_sel",272776678
1998,"USA",4598,4776,1.03871248368856,"no_sel","no_sel","arguments","no_sel",276032848
1999,"USA",3898,4064,1.04258594150847,"no_sel","no_sel","arguments","no_sel",279040168
2000,"USA",3890,4047,1.04035989717224,"no_sel","no_sel","arguments","no_sel",281421906
2001,"USA",3846,4028,1.04732189287572,"no_sel","no_sel","arguments","no_sel",284968955
2002,"USA",3819,4002,1.04791830322074,"no_sel","no_sel","arguments","no_sel",287625193
2003,"USA",4020,4201,1.04502487562189,"no_sel","no_sel","arguments","no_sel",290107933
2004,"USA",4022,4188,1.0412729985082,"no_sel","no_sel","arguments","no_sel",292805298
2005,"USA",3866,4062,1.05069839627522,"no_sel","no_sel","arguments","no_sel",295516599
2006,"USA",3766,3894,1.0339883165162,"no_sel","no_sel","arguments","no_sel",298379912
2007,"USA",3774,3933,1.04213036565978,"no_sel","no_sel","arguments","no_sel",301231207
2008,"USA",3715,3883,1.04522207267833,"no_sel","no_sel","arguments","no_sel",304093966
2009,"USA",3522,3675,1.04344122657581,"no_sel","no_sel","arguments","no_sel",306771529
2010,"USA",3470,3620,1.04322766570605,"no_sel","no_sel","arguments","no_sel",308745538
2011,"USA",3350,3533,1.05462686567164,"no_sel","no_sel","arguments","no_sel",311591917
2012,"USA",3277,3450,1.05279218797681,"no_sel","no_sel","arguments","no_sel",313914040
2013,"USA",2995,3162,1.05575959933222,"no_sel","no_sel","arguments","no_sel",316128839
2014,"USA",3012,3153,1.04681274900398,"no_sel","no_sel","arguments","no_sel",318857056
2015,"USA",3250,3388,1.04246153846154,"no_sel","no_sel","arguments","no_sel",321418820
2016,"USA",3425,3612,1.05459854014599,"no_sel","no_sel","arguments","no_sel",323127513
2017,"USA",3459,3643,1.05319456490315,"no_sel","no_sel","arguments","no_sel",325719178
1994,"USA",7025,7484,1.06533807829181,"no_sel","no_sel","crime_related","no_sel",263241475
1995,"USA",6250,6644,1.06304,"no_sel","no_sel","crime_related","no_sel",266386596
1996,"USA",5223,5549,1.06241623587976,"no_sel","no_sel","crime_related","no_sel",269540779
1997,"USA",4667,4997,1.07070923505464,"no_sel","no_sel","crime_related","no_sel",272776678
1998,"USA",4302,4591,1.06717805671781,"no_sel","no_sel","crime_related","no_sel",276032848
1999,"USA",4316,4623,1.07113067655236,"no_sel","no_sel","crime_related","no_sel",279040168
2000,"USA",4271,4559,1.06743151486771,"no_sel","no_sel","crime_related","no_sel",281421906
2001,"USA",4419,4698,1.06313645621181,"no_sel","no_sel","crime_related","no_sel",284968955
2002,"USA",4638,5009,1.07999137559293,"no_sel","no_sel","crime_related","no_sel",287625193
2003,"USA",4397,4787,1.0886968387537,"no_sel","no_sel","crime_related","no_sel",290107933
2004,"USA",4211,4479,1.06364284018048,"no_sel","no_sel","crime_related","no_sel",292805298
2005,"USA",4196,4500,1.07244995233556,"no_sel","no_sel","crime_related","no_sel",295516599
2006,"USA",4864,5193,1.06763980263158,"no_sel","no_sel","crime_related","no_sel",298379912
2007,"USA",4358,4667,1.0709040844424,"no_sel","no_sel","crime_related","no_sel",301231207
2008,"USA",4224,4527,1.07173295454545,"no_sel","no_sel","crime_related","no_sel",304093966
2009,"USA",4105,4423,1.07746650426309,"no_sel","no_sel","crime_related","no_sel",306771529
2010,"USA",3911,4194,1.07236001022756,"no_sel","no_sel","crime_related","no_sel",308745538
2011,"USA",3469,3736,1.07696742577112,"no_sel","no_sel","crime_related","no_sel",311591917
2012,"USA",3760,4045,1.07579787234043,"no_sel","no_sel","crime_related","no_sel",313914040
2013,"USA",3611,3878,1.07394073663805,"no_sel","no_sel","crime_related","no_sel",316128839
2014,"USA",3470,3682,1.06109510086455,"no_sel","no_sel","crime_related","no_sel",318857056
2015,"USA",3620,3905,1.07872928176796,"no_sel","no_sel","crime_related","no_sel",321418820
2016,"USA",4003,4326,1.08068948288783,"no_sel","no_sel","crime_related","no_sel",323127513
2017,"USA",4056,4349,1.07223865877712,"no_sel","no_sel","crime_related","no_sel",325719178
1994,"USA",428,431,1.00700934579439,"no_sel","no_sel","felon_killed_by_police","no_sel",263241475
1995,"USA",360,362,1.00555555555556,"no_sel","no_sel","felon_killed_by_police","no_sel",266386596
1996,"USA",339,342,1.00884955752212,"no_sel","no_sel","felon_killed_by_police","no_sel",269540779
1997,"USA",345,350,1.01449275362319,"no_sel","no_sel","felon_killed_by_police","no_sel",272776678
1998,"USA",367,367,1,"no_sel","no_sel","felon_killed_by_police","no_sel",276032848
1999,"USA",300,304,1.01333333333333,"no_sel","no_sel","felon_killed_by_police","no_sel",279040168
2000,"USA",306,307,1.00326797385621,"no_sel","no_sel","felon_killed_by_police","no_sel",281421906
2001,"USA",368,375,1.01902173913043,"no_sel","no_sel","felon_killed_by_police","no_sel",284968955
2002,"USA",333,333,1,"no_sel","no_sel","felon_killed_by_police","no_sel",287625193
2003,"USA",363,368,1.0137741046832,"no_sel","no_sel","felon_killed_by_police","no_sel",290107933
2004,"USA",362,364,1.00552486187845,"no_sel","no_sel","felon_killed_by_police","no_sel",292805298
2005,"USA",337,339,1.00593471810089,"no_sel","no_sel","felon_killed_by_police","no_sel",295516599
2006,"USA",373,376,1.00804289544236,"no_sel","no_sel","felon_killed_by_police","no_sel",298379912
2007,"USA",375,381,1.016,"no_sel","no_sel","felon_killed_by_police","no_sel",301231207
2008,"USA",366,368,1.00546448087432,"no_sel","no_sel","felon_killed_by_police","no_sel",304093966
2009,"USA",395,398,1.00759493670886,"no_sel","no_sel","felon_killed_by_police","no_sel",306771529
2010,"USA",375,380,1.01333333333333,"no_sel","no_sel","felon_killed_by_police","no_sel",308745538
2011,"USA",388,391,1.00773195876289,"no_sel","no_sel","felon_killed_by_police","no_sel",311591917
2012,"USA",417,422,1.01199040767386,"no_sel","no_sel","felon_killed_by_police","no_sel",313914040
2013,"USA",447,451,1.0089485458613,"no_sel","no_sel","felon_killed_by_police","no_sel",316128839
2014,"USA",435,438,1.00689655172414,"no_sel","no_sel","felon_killed_by_police","no_sel",318857056
2015,"USA",438,445,1.01598173515982,"no_sel","no_sel","felon_killed_by_police","no_sel",321418820
2016,"USA",400,406,1.015,"no_sel","no_sel","felon_killed_by_police","no_sel",323127513
2017,"USA",401,402,1.00249376558603,"no_sel","no_sel","felon_killed_by_police","no_sel",325719178
1994,"USA",327,335,1.02446483180428,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",263241475
1995,"USA",248,251,1.01209677419355,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",266386596
1996,"USA",245,250,1.02040816326531,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",269540779
1997,"USA",267,271,1.01498127340824,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",272776678
1998,"USA",189,194,1.02645502645503,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",276032848
1999,"USA",185,188,1.01621621621622,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",279040168
2000,"USA",157,158,1.00636942675159,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",281421906
2001,"USA",216,217,1.00462962962963,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",284968955
2002,"USA",215,221,1.02790697674419,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",287625193
2003,"USA",228,238,1.04385964912281,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",290107933
2004,"USA",213,217,1.018779342723,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",292805298
2005,"USA",184,187,1.01630434782609,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",295516599
2006,"USA",226,233,1.03097345132743,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",298379912
2007,"USA",243,249,1.02469135802469,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",301231207
2008,"USA",238,242,1.01680672268908,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",304093966
2009,"USA",253,258,1.0197628458498,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",306771529
2010,"USA",274,280,1.02189781021898,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",308745538
2011,"USA",257,263,1.02334630350195,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",311591917
2012,"USA",301,307,1.01993355481728,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",313914040
2013,"USA",265,274,1.03396226415094,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",316128839
2014,"USA",264,268,1.01515151515152,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",318857056
2015,"USA",320,327,1.021875,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",321418820
2016,"USA",302,308,1.01986754966887,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",323127513
2017,"USA",324,337,1.04012345679012,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",325719178
1994,"USA",13,14,1.07692307692308,"no_sel","no_sel","institutional","no_sel",263241475
1995,"USA",28,29,1.03571428571429,"no_sel","no_sel","institutional","no_sel",266386596
1996,"USA",13,13,1,"no_sel","no_sel","institutional","no_sel",269540779
1997,"USA",18,19,1.05555555555556,"no_sel","no_sel","institutional","no_sel",272776678
1998,"USA",15,15,1,"no_sel","no_sel","institutional","no_sel",276032848
1999,"USA",11,11,1,"no_sel","no_sel","institutional","no_sel",279040168
2000,"USA",10,10,1,"no_sel","no_sel","institutional","no_sel",281421906
2001,"USA",6,8,1.33333333333333,"no_sel","no_sel","institutional","no_sel",284968955
2002,"USA",12,12,1,"no_sel","no_sel","institutional","no_sel",287625193
2003,"USA",13,13,1,"no_sel","no_sel","institutional","no_sel",290107933
2004,"USA",17,17,1,"no_sel","no_sel","institutional","no_sel",292805298
2005,"USA",12,12,1,"no_sel","no_sel","institutional","no_sel",295516599
2006,"USA",22,22,1,"no_sel","no_sel","institutional","no_sel",298379912
2007,"USA",11,11,1,"no_sel","no_sel","institutional","no_sel",301231207
2008,"USA",15,15,1,"no_sel","no_sel","institutional","no_sel",304093966
2009,"USA",12,12,1,"no_sel","no_sel","institutional","no_sel",306771529
2010,"USA",17,17,1,"no_sel","no_sel","institutional","no_sel",308745538
2011,"USA",22,22,1,"no_sel","no_sel","institutional","no_sel",311591917
2012,"USA",13,13,1,"no_sel","no_sel","institutional","no_sel",313914040
2013,"USA",16,16,1,"no_sel","no_sel","institutional","no_sel",316128839
2014,"USA",18,18,1,"no_sel","no_sel","institutional","no_sel",318857056
2015,"USA",24,24,1,"no_sel","no_sel","institutional","no_sel",321418820
2016,"USA",17,18,1.05882352941176,"no_sel","no_sel","institutional","no_sel",323127513
2017,"USA",13,13,1,"no_sel","no_sel","institutional","no_sel",325719178
1994,"USA",251,255,1.01593625498008,"no_sel","no_sel","negligence","no_sel",263241475
1995,"USA",215,224,1.04186046511628,"no_sel","no_sel","negligence","no_sel",266386596
1996,"USA",204,208,1.01960784313725,"no_sel","no_sel","negligence","no_sel",269540779
1997,"USA",231,234,1.01298701298701,"no_sel","no_sel","negligence","no_sel",272776678
1998,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",276032848
1999,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",279040168
2000,"USA",143,144,1.00699300699301,"no_sel","no_sel","negligence","no_sel",281421906
2001,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",284968955
2002,"USA",185,191,1.03243243243243,"no_sel","no_sel","negligence","no_sel",287625193
2003,"USA",175,179,1.02285714285714,"no_sel","no_sel","negligence","no_sel",290107933
2004,"USA",173,186,1.07514450867052,"no_sel","no_sel","negligence","no_sel",292805298
2005,"USA",154,155,1.00649350649351,"no_sel","no_sel","negligence","no_sel",295516599
2006,"USA",174,176,1.01149425287356,"no_sel","no_sel","negligence","no_sel",298379912
2007,"USA",198,209,1.05555555555556,"no_sel","no_sel","negligence","no_sel",301231207
2008,"USA",180,190,1.05555555555556,"no_sel","no_sel","negligence","no_sel",304093966
2009,"USA",238,241,1.01260504201681,"no_sel","no_sel","negligence","no_sel",306771529
2010,"USA",175,180,1.02857142857143,"no_sel","no_sel","negligence","no_sel",308745538
2011,"USA",174,175,1.00574712643678,"no_sel","no_sel","negligence","no_sel",311591917
2012,"USA",180,186,1.03333333333333,"no_sel","no_sel","negligence","no_sel",313914040
2013,"USA",173,180,1.04046242774566,"no_sel","no_sel","negligence","no_sel",316128839
2014,"USA",188,190,1.01063829787234,"no_sel","no_sel","negligence","no_sel",318857056
2015,"USA",181,185,1.02209944751381,"no_sel","no_sel","negligence","no_sel",321418820
2016,"USA",220,222,1.00909090909091,"no_sel","no_sel","negligence","no_sel",323127513
2017,"USA",237,242,1.0210970464135,"no_sel","no_sel","negligence","no_sel",325719178
1994,"USA",212,223,1.05188679245283,"no_sel","no_sel","other","no_sel",263241475
1995,"USA",210,228,1.08571428571429,"no_sel","no_sel","other","no_sel",266386596
1996,"USA",318,330,1.0377358490566,"no_sel","no_sel","other","no_sel",269540779
1997,"USA",297,315,1.06060606060606,"no_sel","no_sel","other","no_sel",272776678
1998,"USA",258,282,1.09302325581395,"no_sel","no_sel","other","no_sel",276032848
1999,"USA",268,312,1.16417910447761,"no_sel","no_sel","other","no_sel",279040168
2000,"USA",240,264,1.1,"no_sel","no_sel","other","no_sel",281421906
2001,"USA",406,449,1.10591133004926,"no_sel","no_sel","other","no_sel",284968955
2002,"USA",291,320,1.09965635738832,"no_sel","no_sel","other","no_sel",287625193
2003,"USA",304,336,1.10526315789474,"no_sel","no_sel","other","no_sel",290107933
2004,"USA",292,320,1.0958904109589,"no_sel","no_sel","other","no_sel",292805298
2005,"USA",373,408,1.09383378016086,"no_sel","no_sel","other","no_sel",295516599
2006,"USA",368,400,1.08695652173913,"no_sel","no_sel","other","no_sel",298379912
2007,"USA",404,443,1.09653465346535,"no_sel","no_sel","other","no_sel",301231207
2008,"USA",422,479,1.13507109004739,"no_sel","no_sel","other","no_sel",304093966
2009,"USA",412,462,1.12135922330097,"no_sel","no_sel","other","no_sel",306771529
2010,"USA",398,442,1.1105527638191,"no_sel","no_sel","other","no_sel",308745538
2011,"USA",437,484,1.10755148741419,"no_sel","no_sel","other","no_sel",311591917
2012,"USA",548,600,1.09489051094891,"no_sel","no_sel","other","no_sel",313914040
2013,"USA",550,605,1.1,"no_sel","no_sel","other","no_sel",316128839
2014,"USA",590,665,1.1271186440678,"no_sel","no_sel","other","no_sel",318857056
2015,"USA",664,745,1.12198795180723,"no_sel","no_sel","other","no_sel",321418820
2016,"USA",710,782,1.10140845070423,"no_sel","no_sel","other","no_sel",323127513
2017,"USA",709,814,1.14809590973202,"no_sel","no_sel","other","no_sel",325719178
1994,"USA",5233,5494,1.04987578826677,"no_sel","no_sel","undetermined","no_sel",263241475
1995,"USA",4881,5141,1.05326777299734,"no_sel","no_sel","undetermined","no_sel",266386596
1996,"USA",4573,4781,1.04548436474962,"no_sel","no_sel","undetermined","no_sel",269540779
1997,"USA",4318,4524,1.04770727188513,"no_sel","no_sel","undetermined","no_sel",272776678
1998,"USA",4016,4178,1.04033864541833,"no_sel","no_sel","undetermined","no_sel",276032848
1999,"USA",3584,3781,1.05496651785714,"no_sel","no_sel","undetermined","no_sel",279040168
2000,"USA",3724,3884,1.04296455424275,"no_sel","no_sel","undetermined","no_sel",281421906
2001,"USA",4068,4258,1.04670599803343,"no_sel","no_sel","undetermined","no_sel",284968955
2002,"USA",4203,4408,1.04877468474899,"no_sel","no_sel","undetermined","no_sel",287625193
2003,"USA",4328,4557,1.0529112754159,"no_sel","no_sel","undetermined","no_sel",290107933
2004,"USA",4473,4731,1.05767940979209,"no_sel","no_sel","undetermined","no_sel",292805298
2005,"USA",5071,5338,1.0526523368172,"no_sel","no_sel","undetermined","no_sel",295516599
2006,"USA",4609,4911,1.06552397483185,"no_sel","no_sel","undetermined","no_sel",298379912
2007,"USA",4916,5165,1.0506509357201,"no_sel","no_sel","undetermined","no_sel",301231207
2008,"USA",4532,4760,1.05030891438658,"no_sel","no_sel","undetermined","no_sel",304093966
2009,"USA",4152,4414,1.0631021194605,"no_sel","no_sel","undetermined","no_sel",306771529
2010,"USA",4019,4240,1.05498880318487,"no_sel","no_sel","undetermined","no_sel",308745538
2011,"USA",4343,4600,1.05917568501036,"no_sel","no_sel","undetermined","no_sel",311591917
2012,"USA",4209,4491,1.06699928724163,"no_sel","no_sel","undetermined","no_sel",313914040
2013,"USA",4042,4294,1.06234537357744,"no_sel","no_sel","undetermined","no_sel",316128839
2014,"USA",4110,4336,1.05498783454988,"no_sel","no_sel","undetermined","no_sel",318857056
2015,"USA",4723,5070,1.0734702519585,"no_sel","no_sel","undetermined","no_sel",321418820
2016,"USA",5438,5791,1.06491357116587,"no_sel","no_sel","undetermined","no_sel",323127513
2017,"USA",5445,5868,1.07768595041322,"no_sel","no_sel","undetermined","no_sel",325719178
1994,"USA",5630,5867,1.04209591474245,"no_sel","no","no_sel","no_sel",263241475
1995,"USA",5392,5590,1.03672106824926,"no_sel","no","no_sel","no_sel",266386596
1996,"USA",5124,5301,1.03454332552693,"no_sel","no","no_sel","no_sel",269540779
1997,"USA",4746,4912,1.03497682258744,"no_sel","no","no_sel","no_sel",272776678
1998,"USA",4701,4852,1.03212082535631,"no_sel","no","no_sel","no_sel",276032848
1999,"USA",4328,4497,1.03904805914972,"no_sel","no","no_sel","no_sel",279040168
2000,"USA",4368,4501,1.03044871794872,"no_sel","no","no_sel","no_sel",281421906
2001,"USA",4814,4993,1.03718321562111,"no_sel","no","no_sel","no_sel",284968955
2002,"USA",4498,4690,1.04268563806136,"no_sel","no","no_sel","no_sel",287625193
2003,"USA",4552,4771,1.04811072056239,"no_sel","no","no_sel","no_sel",290107933
2004,"USA",4602,4807,1.0445458496306,"no_sel","no","no_sel","no_sel",292805298
2005,"USA",4504,4713,1.04640319715808,"no_sel","no","no_sel","no_sel",295516599
2006,"USA",4551,4753,1.0443858492639,"no_sel","no","no_sel","no_sel",298379912
2007,"USA",4575,4750,1.03825136612022,"no_sel","no","no_sel","no_sel",301231207
2008,"USA",4507,4687,1.03993787441757,"no_sel","no","no_sel","no_sel",304093966
2009,"USA",4325,4523,1.04578034682081,"no_sel","no","no_sel","no_sel",306771529
2010,"USA",4060,4226,1.04088669950739,"no_sel","no","no_sel","no_sel",308745538
2011,"USA",3984,4138,1.0386546184739,"no_sel","no","no_sel","no_sel",311591917
2012,"USA",3881,4059,1.04586446792064,"no_sel","no","no_sel","no_sel",313914040
2013,"USA",3719,3898,1.04813121806937,"no_sel","no","no_sel","no_sel",316128839
2014,"USA",3839,3994,1.04037509768169,"no_sel","no","no_sel","no_sel",318857056
2015,"USA",3772,3943,1.04533404029692,"no_sel","no","no_sel","no_sel",321418820
2016,"USA",3896,4067,1.04389117043121,"no_sel","no","no_sel","no_sel",323127513
2017,"USA",3990,4178,1.04711779448622,"no_sel","no","no_sel","no_sel",325719178
1994,"USA",2010,2030,1.00995024875622,"no_sel","no","arguments","no_sel",263241475
1995,"USA",1940,1977,1.01907216494845,"no_sel","no","arguments","no_sel",266386596
1996,"USA",1808,1849,1.02267699115044,"no_sel","no","arguments","no_sel",269540779
1997,"USA",1721,1755,1.01975595583963,"no_sel","no","arguments","no_sel",272776678
1998,"USA",1753,1785,1.01825442099258,"no_sel","no","arguments","no_sel",276032848
1999,"USA",1517,1547,1.01977587343441,"no_sel","no","arguments","no_sel",279040168
2000,"USA",1549,1579,1.01936733376372,"no_sel","no","arguments","no_sel",281421906
2001,"USA",1619,1649,1.01852995676343,"no_sel","no","arguments","no_sel",284968955
2002,"USA",1513,1530,1.01123595505618,"no_sel","no","arguments","no_sel",287625193
2003,"USA",1614,1654,1.02478314745973,"no_sel","no","arguments","no_sel",290107933
2004,"USA",1651,1694,1.02604482132041,"no_sel","no","arguments","no_sel",292805298
2005,"USA",1506,1545,1.02589641434263,"no_sel","no","arguments","no_sel",295516599
2006,"USA",1483,1519,1.02427511800405,"no_sel","no","arguments","no_sel",298379912
2007,"USA",1538,1570,1.02080624187256,"no_sel","no","arguments","no_sel",301231207
2008,"USA",1570,1607,1.02356687898089,"no_sel","no","arguments","no_sel",304093966
2009,"USA",1464,1506,1.02868852459016,"no_sel","no","arguments","no_sel",306771529
2010,"USA",1428,1461,1.02310924369748,"no_sel","no","arguments","no_sel",308745538
2011,"USA",1394,1422,1.02008608321377,"no_sel","no","arguments","no_sel",311591917
2012,"USA",1391,1430,1.02803738317757,"no_sel","no","arguments","no_sel",313914040
2013,"USA",1219,1256,1.03035274815422,"no_sel","no","arguments","no_sel",316128839
2014,"USA",1224,1250,1.02124183006536,"no_sel","no","arguments","no_sel",318857056
2015,"USA",1277,1304,1.0211433046202,"no_sel","no","arguments","no_sel",321418820
2016,"USA",1314,1350,1.02739726027397,"no_sel","no","arguments","no_sel",323127513
2017,"USA",1270,1300,1.02362204724409,"no_sel","no","arguments","no_sel",325719178
1994,"USA",1902,2034,1.06940063091483,"no_sel","no","crime_related","no_sel",263241475
1995,"USA",1753,1839,1.04905875641757,"no_sel","no","crime_related","no_sel",266386596
1996,"USA",1608,1684,1.04726368159204,"no_sel","no","crime_related","no_sel",269540779
1997,"USA",1347,1427,1.05939123979213,"no_sel","no","crime_related","no_sel",272776678
1998,"USA",1405,1478,1.05195729537367,"no_sel","no","crime_related","no_sel",276032848
1999,"USA",1403,1488,1.06058446186743,"no_sel","no","crime_related","no_sel",279040168
2000,"USA",1357,1424,1.04937361827561,"no_sel","no","crime_related","no_sel",281421906
2001,"USA",1650,1749,1.06,"no_sel","no","crime_related","no_sel",284968955
2002,"USA",1464,1567,1.07035519125683,"no_sel","no","crime_related","no_sel",287625193
2003,"USA",1369,1481,1.081811541271,"no_sel","no","crime_related","no_sel",290107933
2004,"USA",1308,1378,1.05351681957187,"no_sel","no","crime_related","no_sel",292805298
2005,"USA",1337,1422,1.06357516828721,"no_sel","no","crime_related","no_sel",295516599
2006,"USA",1531,1620,1.05813193990856,"no_sel","no","crime_related","no_sel",298379912
2007,"USA",1387,1452,1.04686373467916,"no_sel","no","crime_related","no_sel",301231207
2008,"USA",1357,1431,1.0545320560059,"no_sel","no","crime_related","no_sel",304093966
2009,"USA",1305,1386,1.06206896551724,"no_sel","no","crime_related","no_sel",306771529
2010,"USA",1232,1298,1.05357142857143,"no_sel","no","crime_related","no_sel",308745538
2011,"USA",1134,1202,1.05996472663139,"no_sel","no","crime_related","no_sel",311591917
2012,"USA",1057,1116,1.0558183538316,"no_sel","no","crime_related","no_sel",313914040
2013,"USA",1108,1182,1.06678700361011,"no_sel","no","crime_related","no_sel",316128839
2014,"USA",1061,1118,1.05372290292177,"no_sel","no","crime_related","no_sel",318857056
2015,"USA",982,1039,1.05804480651731,"no_sel","no","crime_related","no_sel",321418820
2016,"USA",977,1038,1.06243602865916,"no_sel","no","crime_related","no_sel",323127513
2017,"USA",1065,1111,1.04319248826291,"no_sel","no","crime_related","no_sel",325719178
1994,"USA",2,2,1,"no_sel","no","felon_killed_by_police","no_sel",263241475
1995,"USA",3,3,1,"no_sel","no","felon_killed_by_police","no_sel",266386596
1996,"USA",6,6,1,"no_sel","no","felon_killed_by_police","no_sel",269540779
1997,"USA",3,3,1,"no_sel","no","felon_killed_by_police","no_sel",272776678
1998,"USA",2,2,1,"no_sel","no","felon_killed_by_police","no_sel",276032848
1999,"USA",3,3,1,"no_sel","no","felon_killed_by_police","no_sel",279040168
2000,"USA",1,1,1,"no_sel","no","felon_killed_by_police","no_sel",281421906
2001,"USA",3,3,1,"no_sel","no","felon_killed_by_police","no_sel",284968955
2002,"USA",3,3,1,"no_sel","no","felon_killed_by_police","no_sel",287625193
2003,"USA",6,6,1,"no_sel","no","felon_killed_by_police","no_sel",290107933
2004,"USA",2,2,1,"no_sel","no","felon_killed_by_police","no_sel",292805298
2005,"USA",2,2,1,"no_sel","no","felon_killed_by_police","no_sel",295516599
2006,"USA",1,1,1,"no_sel","no","felon_killed_by_police","no_sel",298379912
2007,"USA",3,3,1,"no_sel","no","felon_killed_by_police","no_sel",301231207
2008,"USA",1,1,1,"no_sel","no","felon_killed_by_police","no_sel",304093966
2009,"USA",3,3,1,"no_sel","no","felon_killed_by_police","no_sel",306771529
2010,"USA",1,1,1,"no_sel","no","felon_killed_by_police","no_sel",308745538
2011,"USA",2,2,1,"no_sel","no","felon_killed_by_police","no_sel",311591917
2012,"USA",4,4,1,"no_sel","no","felon_killed_by_police","no_sel",313914040
2013,"USA",4,4,1,"no_sel","no","felon_killed_by_police","no_sel",316128839
2014,"USA",2,2,1,"no_sel","no","felon_killed_by_police","no_sel",318857056
2015,"USA",1,1,1,"no_sel","no","felon_killed_by_police","no_sel",321418820
2016,"USA",5,5,1,"no_sel","no","felon_killed_by_police","no_sel",323127513
2017,"USA",7,7,1,"no_sel","no","felon_killed_by_police","no_sel",325719178
1994,"USA",34,34,1,"no_sel","no","felon_killed_by_private_citizen","no_sel",263241475
1995,"USA",36,36,1,"no_sel","no","felon_killed_by_private_citizen","no_sel",266386596
1996,"USA",38,38,1,"no_sel","no","felon_killed_by_private_citizen","no_sel",269540779
1997,"USA",42,42,1,"no_sel","no","felon_killed_by_private_citizen","no_sel",272776678
